,id,grounding,generated_text,label
47,48,"The `` Fallbeil '' was used for the last time in West Germany in 1949 , in East Germany in 1966 .","The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .",1
48,49,"The tracks were produced by Tommy Lee , and feature Michael Beinhorn on drums .",The tracks were produced by Michael Beinhorn and have Tommy Lee on drums .,0
49,50,When Jack Nitzsche first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Phil Spector .,"When Phil Spector first listened to `` Stubborn Kind of Fellow '' , he was so excited that he lost control of his car while driving down the Sunset Boulevard with Jack Nitzsche .",0
50,51,The canal is one of the oldest navigable canals in Europe and in Belgium .,The canal is one of the oldest navigable canals in Belgium and indeed in Europe .,0
51,52,In 2009 he moved back to Philadelphia and lives in New York City today .,He moved back to Philadelphia in 2009 and now lives in New York City .,1
52,53,"He died of stomach cancer in Claremore , Oklahoma , New York City , where the Lynn Riggs Memorial is located on June 30 , 1954 .","He died on June 30 , 1954 , of stomach cancer in New York City . Claremore , Oklahoma is home to the Lynn Riggs Memorial .",0
53,54,Jeff Francisco managed the custom installation business and retail store where he studied product development and developed custom systems for the company .,"Jeff Francisco developed the Custom Installation Business and Retail Store , where he studied product development and headed custom systems for the company .",0
54,55,"Stipsits was born in Korneuburg , Germany and spent his childhood in Stammersdorf , Vienna .","Stipsits was born in Korneuburg , and spent his childhood in Stammersdorf , Vienna .",1
55,56,A multiverse is a collection of alternative universes with a similar nature and universal hierarchy .,A multiverse is a collection of alternative universes with universal nature and a similar hierarchy .,0
56,57,The station was established in 1947 by the British Falkland Islands Dependencies Survey as Station F or `` Winter Island '' in the Argentine islands .,The station was founded in 1947 by the British Falkland Islands Dependencies Survey as Station F or `` Argentine Island '' on Winter Island .,0
57,58,Daudkhali is a village in Barisal Division in the Pirojpur district in southwestern Bangladesh .,Daudkhali is a village in Pirojpur District in the Barisal Division of southwestern Bangladesh .,1
58,59,"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","Slough High School was a selective girls ' school in Berkshire , now Slough , Buckinghamshire .",0
59,60,The temple serves as the cultural and religious center for Korean Hindus and immigrants from South Asian countries .,The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,1
60,61,"In the new TV-series '' Dead Gorgeous '' , Alexandra Coppinger played the role of the youngest sister Hazel .","Hazel played the role of Alexandra Coppinger , the youngest sister , in the new TV series `` Dead Gorgeous '' .",0
61,62,Lucas Dumbrell Motorsport replaced Aaren Russell with Alex Davison for this event and the following .,Lucas Dumbrell Motorsport replaced Alex Davison with Aaren Russell for this and the following event .,0
62,63,"His large sculptures can be seen in public spaces in New Zealand , from Kaitaia to Wanaka and many localities in between .","His large sculptures can be seen in public spaces in Wanaka , from New Zealand to Kaitaia and many places in between .",0
63,64,"When a surface has a constant zero developable curvature , then it is a Euclidean surface and the geometry of the surface is Gaussian geometry .","If a surface has a constant developable curvature of zero , then it is an euclidean surface and the geometry of the surface is a Gaussian geometry .",1
64,65,"Was born Martins Pena in Rio de Janeiro , João Martins Pena and Francisca de Paula Julieta Pena .","João Martins Pena and Francisca de Paula Julieta Pena was born in Rio de Janeiro , to Martins Pena .",0
65,66,"The following is a list of fouls established by the states that regulate MMA , as outlined by the Nevada State Athletic Commission .",The following is a list of fouls defined by the states that regulate MMA as outlined by the Nevada State Athletic Commission .,1
66,67,The Keita dynasty ruled pre-imperial and imperial Mali from the 12th century into the early 17th century .,"The Keita dynasty ruled Mali from the 12th to the early 17th century , pre-imperial and imperial .",1
67,68,"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","`` Angel Eyes '' is a popular song composed by Earl Brent in 1946 , with texts by Matt Dennis .",0
68,69,"Jonathan Erlich and Andy Ram won the title and defeated Mark Knowles and Daniel Nestor 5 -- 3 , 5 -- 4 in the final .","Mark Knowles and Daniel Nestor won the title , defeating Jonathan Erlich and Andy Ram in the final with 5 : 3 , 5 : 4 .",0
69,70,The compound was patented by Dr. Patrick Page and his team and was invented by Genkyotex in 2007 .,"The compound was patented by Dr. Patrick Page and his team , and was invented in 2007 by Genkyotex .",1
70,71,"Example milestones are beating a World Series champion team , beating historical teams and playing other players head to head .","Example milestones are beating a World Series Champion team , playing historic teams and beating other players head to head .",0
71,72,"The magazine was published by Paul Cassirer in 1910 , revived by his Pan-Presse .","The magazine was revived in 1910 by Paul Cassirer , published by his pan-press .",0
72,73,"When Phil Spector heard `` Stubborn Kind of Fellow '' for the first time , he was so excited that he lost control of his car while driving down the Sunset Boulevard with Jack Nitzsche .",When Phil Spector first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Jack Nitzsche .,1
73,74,"This genus is presently in the family of lizards known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the now invalid family , Polychrotidae .","This genus is currently classified in the family of lizards , known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the now invalid family , polychrotidae .",1
74,75,"The first section , from Hokitika to Ruatapu , was completed on 9 November 1906 , and on 1 April 1909 the complete line was opened for Ross .","The first section , from Hokitika to Ruatapu , was opened on 9 November 1906 , and the full line to Ross was completed on 1 April 1909 .",0
75,76,Iyer next appeared in the Kannada film `` Darshan '' with actor Jaggu Dada .,Next appeared Iyer in Kannada - Film `` Darshan '' with actor Jaggu Dada .,1
76,77,The racial Rubber Bowl was used by the National Guard of the United States as a base during the historical Wooster Avenue Riots of 1968 .,The historic Rubber Bowl was used by the National Guard of the United States as the base during the racist Wooster Avenue Riots of 1968 .,0
77,78,"Born in South Korea , he lived in Brazil for 9 years since 2002 and played football there for 5 years . He started his professional career in 2007 .","Born in South Korea , he lived since 2002 for 9 years in Brazil , played there 5 years of football and started his career in 2007 .",1
78,79,"Their music is considered by many as an industrial metal with rap metal and alternative metal influences , according to previous interviews they consider themselves '' murder - rock `` .","Their music is considered by many as alternative metal with rap metal and industrial metal influences . According to previous interviews , they consider themselves `` murder rock '' .",0
79,80,"In 1915 , bus service began between Overlea and Belair called `` jitney buses . '' These operated for several years .","In 1915 bus service began between Overlea and Belair `` Jitney buses '' , which operated for several years .",0
80,81,Sepahua is a district in southern Peru in the province of Atalaya .,Sepahua is a district in the southern province of Atalaya in Peru .,0
81,82,"On May 8 , 2015 , Michel Soro lost to Tapia .","On 8 May 2015 , Michel Soro lost Tapia .",1
82,83,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,The music was written by Shyam and the lyrics by Sreekumaran Thampi and Sathyan Anthikkad composed .,1
83,84,"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","The film was a commercial hit , and one of Sergio Sollima 's more political films , and less successful than the former spaghetti - director 's westerns .",0
84,85,The plantation spanned and grew both cotton and tobacco .,The plantation grew about and spanned both cotton and tobacco .,0
85,86,The episode was written by Chuck Tatham and led by Fred Savage .,The episode was written by Fred Savage and directed by Chuck Tatham .,0
86,87,"In 2012 , Ned Evett released `` Treehouse '' , his sixth solo record , produced in Nashville Tennessee by musician Adrian Belew .","In 2012 , Ned Evett `` Treehouse '' released his sixth solo record , produced in Nashville Tennessee by musician Adrian Belew .",1
87,88,"North Northamptonshire was a county constituency in Northamptonshire , represented in the House of Commons of the Parliament of the United Kingdom .","Northamptonshire was a county constituency in Northamptonshire , represented in the House of Commons of the United Kingdom Parliament .",1
88,89,"Premalignant lesions are apparently a typical tissue , which appears abnormal in microscopic examinations and in which cancer is more likely than its morphologically normal counterpart .",Premalignant lesions are morphologically atypical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its apparently normal counterpart .,0
89,90,"In February 2014 , Network Ten announced that Hugh Riminton would replace Danielle Isdale as presenter , and Victoria Murphy would become the sports presenter .","In February 2014 , Network Ten announced that Hugh Riminton would replace Danielle Isdale as presenter and Victoria Murphy as sports presenter .",1
90,91,"The crash of Aerosucre Flight 4544 was the second aviation incident involving Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .","The crash of Aerosucre Flight 4544 was the second aviation incident with Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .",1
91,92,"Sikhism is a religion that began in India in the first century with the mid-fifteenth Guru , known as Guru Nanak Dev Ji ( 1469-1539 C.E . ) .","Sikhism is a religion that began with the first guru in India in the mid-15th century , known as Guru Nanak Dev Ji ( 1469-1539 C.E . ) .",0
92,93,"The Cross Bronx Westbound serves south of Tremont Park , junction 3 , which serves Third Avenue .","Passing south of Tremont Park , the Cross Bronx westbound serves exit 3 , which serves Third Avenue .",0
93,94,"Among them are Marie Teresa Rios , a composer of Boleros , Julita Ross , author , and Sylvia Rexach , a singer .","Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .",1
94,95,Kabir asks Sarika to reveal his plan to end Ranvir 's game .,Kabir asks Sarika to reveal his plan to end Ranvir 's game to him .,1
95,96,The team responded to the changes in the next game the same evening on 19 February .,The team responded to the changes in the same game that took place next February evening .,0
96,97,"When it opened , the Director of BBC television was David Nixon , and the first programme broadcast was `` First Night '' with Gerald Beadle in Studio Three .","When it was opened was the director of the BBC - TV Gerald Beadle , and the first broadcast was '' First Night `` with David Nixon in Studio Three .",0
97,98,"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","Lieutenant Robert Ramsey commissioned her to the North Sea in May 1805 , and Lieutenant John Gedge replaced him in 1806 .",0
98,99,"While the exclusion of African players was not a written rule , no black-American had played in the National Football League since 1933 .","While the exclusion of black players was not a written rule , since 1933 no Afro-American had played in the National Football League .",0
99,100,"`` Trust in Me '' is a song written by Ned Wever , Milton Ager , and Jean Schwartz .","`` Trust in Me '' is a song by Jean Schwartz , Milton Ager and Ned Wever written .",1
100,101,"Jason Thornton is the orchestra 's Artistic Director , Peter Donohoe the Principal Guest Conductor and Gavin Carr the Associate Conductor .","Jason Thornton is the artistic director of the orchestra , Peter Donohoe , the principal guest conductor and Gavin Carr of the Associate Conductor .",1
101,102,Bob and Ted were brothers . Ted is John 's son .,"Bob and Ted were brothers , and Ted is John 's son .",1
102,103,"Until 1991 , it was the only stage in Tehama County and until 1993 it offered the only public cinema .","It provided the only public stage in Tehama County until 1991 , and was the only cinema until 1993 .",0
103,104,Emma Townshend is represented by David Godwin at DGA Associates .,David David Godwin is represented at DGA Associates by Emma Townshend .,0
104,105,"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","The Nashua Silver Knights , part of a current summer league , are the city 's collegiate team .",0
105,106,"Erginus galkini is a sea snail species , a true limpet , a marine gastropod mollusk in the Lottiidae family , one of the families of true limpets .","Erginus galkini is a species of sea snail , a true limpet , a true gastropod mollusk in the family Lottiidae , one of the families of marine limpets .",0
106,107,"Hoppkorv was the seventh album of American blues - Rock - Band Hot Tuna , and their last studio album was recorded as Grunt BFL1-1920 for Grunt Records .","Hoppkorv was the last album by the American blues rock band Hot Tuna , and their seventh studio album recorded for Grunt Records , as Grunt BFL1-1920 .",0
107,108,Earl St Vincent was a British ship that was captured in 1803 and became a French trade man .,Earl St Vincent was a French ship that was captured in 1803 and became a British trade man .,0
108,109,It was released on 22 December 2011 and was announced in February 2012 .,It was published on 22 December 2011 and was announced in February 2012 .,1
109,110,"Sir Robert was the son of the first of Jenkinson 's Baronets of Hawkesbury , Gloucestershire .","Sir Robert 's son Anthony was the father of the first of the Jenkinson Baronets of Hawkesbury , Gloucestershire .",0
110,111,He was appointed as auxiliary bishop of `` Nisa in Lycia '' and titular bishop of Velletri on 25 June 1866 .,"He was appointed titular bishop of `` Nisa in Lycia on June 25 , 1866 , and the Bishop of Velletri .",0
111,112,"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .",The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .,1
112,113,"When we have an alternating turing machine , we use the resource ATIME .","When we use an alternating turing machine , we have the ATIME resource .",0
113,114,"Probuccinum tenerum is a species of sea snail , a true gastropod mollusc in the Buccinidae family , the whelks marine .","Probuccinum tenerum is a species of sea snail , a marine gastropod mollusk in the family Buccinidae , the true whelks .",0
114,115,The Loyang team defeated the Raffles Institution in the opening round and the Xinmin Secondary School in the quarter-finals before losing to the Hwa Chong Institution in the semi-finals .,"Loyang 's team defeated Raffles Institution in the opening round and Xinmin Secondary School in the quarter-finals , before losing to Hwa Chong Institution in the semi-finals .",1
115,116,"These were common in the United Kingdom , but in Europe , at least for large locomotives , it is relatively rare .","These were rare in the United Kingdom , but in Europe , at least for large locomotives , they are relatively common .",0
116,117,"Three days Jonas spent in the belly of fish , Jesus will spend three days in the grave .",Jesus spent three days in the belly of the fish ; Jonah will spend three days in the grave .,0
117,118,"Alston was born on December 21 , 1965 in Oxon Hill , Maryland . He attended Oxon Hill High School in New Haven , Connecticut .","He was born on December 21 , 1965 in Oxon Hill , Maryland , and attended High School in New Haven , Connecticut .",1
118,119,"Total US casualties were 28 killed , while Viet Cong losses were 345 killed and a further 192 estimated killed .","In total , 28 US victims were killed , while Viet Cong losses were killed 345 and a further 192 estimated killed .",1
119,120,"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .","In CA , the title of Chartered Accountant ( Sri Lanka Sri Lanka ) can be used by only members of the Institute of Chartered Accountants of Sri Lanka .",1
120,121,"The music hall was first imported from Paris to London in 1862 and became enormously popular , with dancers , singers , acrobats , and mage-trained animals .","The music hall was first imported from London to Paris in 1862 and became enormously popular with dancers , singers , acrobats and wizards trained animals .",0
121,122,"He then taught school in Toledo , OH , and was the deputy superintendent of the schools in Cleveland from 1856-1859 .","He then taught school in Cleveland , OH and was the deputy superintendent from 1856-1859 of the schools in Toledo .",0
122,123,"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","Following the acquisition of the remainder of E-Plus on 14 March , Simyo belongs to the Dutch telecommunications group KPN .",1
123,124,"However , in order to defeat Slovak , Derek must become a vampire attacker .","However , in order to become Slovak , Derek must defeat a vampire assassin .",0
124,125,Worcester is a town and county city of Worcestershire in England .,Worcester is a city and county town of Worcestershire in England .,1
125,126,"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .",Robert White and Joshua Soule Zimmerman served alongside Kuykendall as a Chancery Commissioner for Hampshire County .,1
126,127,"In Sri Lanka , the title of Chartered Accountant ( CA Sri Lanka ) can be used by only members of the Institute of Chartered Accountants of Sri Lanka .","In Sri Lanka , the title of an accountant ( CA Sri Lanka ) can only be used by members of the Institute of Accountants in Sri Lanka .",1
127,128,"Flavia Gleske , better known as Flavia Alejandra Gleske Fajin ( born 15 May 1978 ) is a Venezuelan actress .","Flavia Alejandra Gleske Fajin , better known as Flavia Gleske ( born 15 May 1978 ) is a Venezuelan actress and model .",0
128,129,"July is the coldest month on average , the hottest in January .",July is on average the coldest month and January the hottest .,1
129,130,"Huyghe was born in 1962 in Paris , he lives and works in Chile and New York .",Huyghe was born in 1962 in Chile and New York and lives and works in Paris .,0
130,131,"Finale is a city in the Mopani District Municipality in the province of Limpopo , South Africa .","Finale is a city in South Africa , located in the province of Limpopo Mopani District Municipality .",0
131,132,"He was born in Carter County , Tennessee and was later moved to Arkansas .","He was born in Carter County , Tennessee and later moved to Arkansas .",1
132,133,"In early astronomy , his fame is due to the introduction of the mathematical globe and to his astronomical contributions to understanding the movement of the planets .",His fame is due in mathematical astronomy to the introduction of the astronomical globe and to his early contributions to the understanding of the movement of the planets .,0
133,134,"He was a son of Richard Byfield through his second wife , and Nicholas Byfield was his elder half-brother .","He was a son of Nicholas Byfield by his second wife , and Richard Byfield was his elder half-brother .",0
134,135,"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","These views were often expressed during the emergence of evangelical , puritanical , and protestant movements .",1
135,136,"He died in Madrid on 6 January 1976 , and was buried in the church of the in Alicante .",He died on 6 January 1976 in Madrid and was buried in the church of Alicante .,1
136,137,"The music hall was first imported from Paris to London in 1862 and became enormously popular , with dancers , singers , acrobats , animals trained with sorcerers .","The music hall was first imported from London in 1862 to Paris and became enormously popular with dancers , singers , acrobats and wizards trained animals .",0
137,138,"In 1876 , he moved to San Diego , California , and in 1887 to Dallas , Texas .","He moved to San Diego , California in 1876 , and to Dallas , Texas in 1887 .",1
138,139,Dénes wrote the first Hungarian biography of Sigmund Freud . She knew prominent figures of her time such as Rainer Maria Rilke and poet Vladimir Lenin .,"She wrote the first Hungarian biography of Vladimir Lenin , well-known figures of her time , such as Sigmund Freud and poet Rainer Maria Rilke .",0
139,140,"Central Visayas includes the islands of Cebu , Siquijor and Bohol and the eastern half of Negros . The regional center is Cebu City . Its provinces are :","Cebu City includes the islands Cebu , Central Visayas and the eastern half of Negros , the regional center is Siquijor and Bohol .",0
140,141,The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,The 1973 -- 74 UEFA Cup was won by Feyenoord Rotterdam over Tottenham Hotspur 4 -- 2 on aggregate .,1
141,142,"He married Marie Magdalene Schweigaard , daughter of Tellef Dahll Schweigaard , niece of leading politician Anton Martin Schweigaard and aunt of later Prime Minister Christian Homann Schweigaard .","He married Marie Magdalene Schweigaard , daughter of Tellef Dahll Schweigaard , niece of the senior politician Anton Martin Schweigaard and Tante of later prime minister Christian Homann Schweigaard .",1
142,143,"The Horezu River is a tributary of the Ponoru River , Romania .",The Ponoru River is a tributary of the Horezu River in Romania .,0
143,144,Her work has also been linked to the Scottish school and the popular fiction of Annie S. Swan .,Her work has also been linked to the popular kailyard school and the Scottish fiction of Annie S. Swan .,0
144,145,"Rõuge Valgjärv is a lake in the southeastern county of Voru in Estonia , close to the border with Latvia .","Rõuge Valgjärv is a lake in Estonia 's southeastern county of Voru , close to the border with Latvia .",1
145,146,"In 1953 , Raymond Gadabu died after a long illness and was succeeded by Timothy Detudamo as Chief Chief .","In 1953 Timothy Detudamo died after a long illness , and was succeeded as Head Chief by Raymond Gadabu .",0
146,147,In the summer of 1924 he went to Union County in southern Arkansas to work in an office in Norphlet near Smackover in the oil boom .,In the summer of 1924 he went to Smackover in South-Arkansas to work in the oil boom in an office in Norphlet near Union County .,0
147,148,"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","Talfourd Ely was a grandson of Crabb Robinson , who was an early friend of John Towill Rutt .",0
148,149,"The Central Baptist Association is an association of churches located from South Carolina to Indiana , with most of the churches being in eastern Tennessee and southwestern Virginia .","The Central Baptist Association is an association of churches from South Carolina to Indiana , with the most churches in eastern Tennessee and south-western Virginia .",1
149,150,"It was part of the Hanover Township , then Chatham Township , before being recorded in 1899 as Florham Park .","It was part of Hanover Township , then Chatham Township before being incorporated as Florham Park in 1899 .",1
150,151,"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","His father died during his youth and his mother , Catherine A. Fagan , in 1842 married Samuel Adams , who became Governor of Arkansas two years later .",0
151,152,"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","They also released the second track on the album , `` Vices '' , on 13th June as the 5th single from the album .",1
152,153,"The loyalists had camped on the west side of the Catawba River , while the army of General Charles Cornwalli camped on the east side .","The loyalists were camped on the west side of Catawba River , while the army of General Charles Cornwallis camped on the eastern side .",1
153,154,The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"In 1888 , the Sydney Water Board took over the water supply for Sydney from the city council .",1
154,155,"Also Cai Feng had a son , Cai Mao .","Cai Mao also had a son , Cai Feng .",0
